Name,Nation,Club,League,Position,Age,Height,Weight,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Acceleration,Sprint,Positioning,Finishing,Shot,Long,Volleys,Penalties,Vision,Crossing,Free,Curve,Agility,Balance,Reactions,Ball,Composure,Interceptions,Heading,Def,Standing,Sliding,Jumping,Stamina,Strength,Aggression,Att work rate,Def work rate,Preferred foot,Weak foot,Skill moves,ID,Gender,GK
Konstantinos Tsimikas,Greece,Liverpool,Premier League,LB,27,179,70,77,80,56,72,75,72,75,83,78,72,48,72,68,37,54,69,80,68,75,77,73,74,75,70,73,55,72,75,74,77,77,71,80,High,High,Left,3,3,232223,M,
Matt Turner,United States,Nott'm Forest,Premier League,GK,29,190,79,77,76,75,67,16,40,79,38,42,15,15,24,29,16,14,55,13,14,13,48,42,74,24,59,27,14,11,11,11,62,35,64,25,Medium,Medium,Right,2,1,233267,M,77
Destiny Udogie,Italy,Spurs,Premier League,LB,21,186,73,77,88,63,68,76,70,77,86,89,69,64,74,64,58,46,60,76,51,59,80,70,74,78,64,69,64,68,73,71,83,79,75,76,High,High,Left,3,3,259583,M,
Donny van de Beek,Holland,Manchester Utd,Premier League,CM,26,184,74,77,65,77,74,74,70,70,63,66,78,75,79,75,76,61,77,63,65,76,69,68,76,83,78,73,67,68,72,71,71,65,70,76,High,Medium,Right,3,3,221363,M,
Yoane Wissa,Congo DR,Brentford,Premier League,LW,27,176,74,77,85,77,69,78,29,70,83,87,78,79,74,60,73,71,70,71,53,56,82,73,70,78,73,31,65,25,23,18,78,76,68,66,Medium,Medium,Right,3,3,234824,M,
Altay Bayındır,Turkey,Manchester Utd,Premier League,GK,25,198,73,76,78,73,72,10,30,76,30,31,14,10,35,43,15,16,55,11,14,10,51,24,69,16,62,14,14,14,13,10,61,31,68,29,Medium,Medium,Right,2,1,243647,M,79
Willy Boly,Côte d'Ivoire,Nott'm Forest,Premier League,CB,32,195,97,76,53,36,60,57,76,77,47,57,45,32,68,66,23,56,61,50,35,46,39,44,69,64,79,76,77,73,79,76,82,51,91,75,Medium,Medium,Right,4,2,202750,M,
Jonny,Spain,Wolves,Premier League,LB,29,170,70,76,68,54,69,74,75,67,74,63,66,51,70,64,46,46,67,75,54,66,71,77,74,76,73,76,69,75,76,75,72,72,59,78,Medium,Medium,Right,3,3,210455,M,
Nathan Collins,Republic of Ireland,Brentford,Premier League,CB,22,193,81,76,67,30,55,62,77,76,59,73,24,29,68,66,22,35,39,50,25,39,46,47,76,66,74,76,75,77,78,76,79,72,78,76,Medium,High,Right,3,2,248484,M,
Maxwel Cornet,Côte d'Ivoire,West Ham,Premier League,LM,27,179,69,76,85,75,70,78,67,72,83,86,79,74,73,62,72,64,70,73,69,71,75,78,69,76,67,66,69,64,70,66,80,73,70,72,High,Medium,Left,4,3,215798,M,
Josh Cullen,Republic of Ireland,Burnley,Premier League,CDM,27,175,70,76,68,56,74,68,73,70,71,65,62,48,78,75,48,58,71,73,55,68,75,80,76,76,79,75,61,75,75,72,71,85,63,68,High,High,Right,3,3,228151,M,
Mikkel Damsgaard,Denmark,Brentford,Premier League,CAM,23,180,71,76,81,69,71,82,55,65,85,78,72,70,73,70,48,47,76,62,82,66,82,86,68,80,74,48,51,54,64,50,71,65,62,69,High,High,Right,3,4,241508,M,
Bobby De Cordova-Reid,Jamaica,Fulham,Premier League,RM,30,170,68,76,75,72,71,75,59,65,78,72,77,73,74,66,75,70,73,71,64,65,86,86,77,75,70,59,66,59,59,55,74,83,60,54,High,High,Right,3,3,203502,M,
Igor,Brazil,Brighton,Premier League,CB,25,185,84,76,72,31,50,44,77,85,69,74,48,22,67,52,27,28,56,24,25,32,66,66,60,63,65,76,67,76,81,77,82,78,90,84,Medium,Medium,Left,2,2,241585,M,
Fraser Forster,England,Spurs,Premier League,GK,35,201,93,76,76,72,67,20,28,75,26,32,13,13,27,36,19,22,48,19,19,10,44,42,70,33,54,22,13,11,13,12,65,29,80,44,Medium,Medium,Right,5,1,172203,M,81
João Gomes,Brazil,Wolves,Premier League,CDM,22,176,74,76,69,64,71,72,76,73,67,70,63,59,78,75,49,69,69,62,63,60,72,76,66,75,68,80,69,75,77,78,74,76,71,72,Medium,Medium,Right,3,3,273463,M,
Malo Gusto,France,Chelsea,Premier League,RB,20,179,70,76,88,49,68,76,68,73,86,90,71,44,71,62,52,45,64,77,36,73,74,77,71,74,72,67,57,65,72,73,76,85,66,74,High,High,Right,3,3,259307,M,
Jack Harrison,England,Everton,Premier League,LM,27,175,70,76,80,70,70,80,49,69,82,78,74,69,73,54,62,64,75,76,56,70,81,80,74,77,73,44,45,60,43,44,68,84,64,65,High,High,Left,3,4,232080,M,
Aaron Hickey,Scotland,Brentford,Premier League,RB,21,185,72,76,75,55,70,78,73,68,75,75,59,48,76,69,56,48,67,73,40,62,71,64,71,75,72,69,62,75,76,74,70,78,59,78,High,High,Right,5,2,248808,M,
Rasmus Højlund,Denmark,Manchester Utd,Premier League,ST,20,191,79,76,85,75,55,75,29,78,84,85,77,78,68,49,68,70,54,38,48,58,69,66,75,76,72,28,70,27,24,15,88,73,84,69,Medium,High,Left,3,3,259399,M,
Rob Holding,England,Crystal Palace,Premier League,CB,28,189,75,76,53,34,61,64,78,73,55,52,40,30,75,66,27,38,57,50,30,33,53,60,77,69,74,77,74,77,80,78,77,61,77,75,Low,High,Right,3,2,228295,M,
Hwang Hee Chan,Korea Republic,Wolves,Premier League,LM,27,177,77,76,81,75,70,79,39,72,87,76,78,76,73,65,75,72,76,68,52,61,87,71,78,73,76,37,61,39,36,25,79,76,70,68,High,Medium,Right,4,4,226380,M,
Alex Iwobi,Nigeria,Fulham,Premier League,RM,27,185,75,76,74,64,73,81,56,74,73,75,73,60,77,74,51,59,75,70,40,72,73,70,74,78,76,59,45,52,62,50,67,90,72,59,High,High,Right,3,4,213655,M,
Vitaly Janelt,Germany,Brentford,Premier League,CDM,25,184,79,76,67,69,71,72,73,77,67,67,71,67,75,76,72,52,73,68,54,48,68,70,75,74,75,75,55,74,76,72,72,80,76,76,High,High,Left,3,3,235167,M,
Mathias Jensen,Denmark,Brentford,Premier League,CM,27,180,68,76,62,64,77,73,69,73,58,65,70,64,78,79,50,69,79,77,68,72,77,77,76,74,79,75,50,73,69,62,62,80,70,73,Medium,High,Right,4,3,229723,M,
Raúl Jiménez,Mexico,Fulham,Premier League,ST,32,188,81,76,66,77,75,75,45,78,65,67,78,75,78,75,74,92,76,73,51,75,66,64,76,76,78,53,74,43,38,30,83,69,82,80,Medium,Medium,Right,4,3,204838,M,
Brennan Johnson,Wales,Spurs,Premier League,RW,22,179,71,76,89,74,67,80,41,59,87,91,70,77,67,63,73,67,71,72,43,64,88,66,68,74,70,23,58,41,42,53,70,78,52,48,High,Medium,Right,4,3,251421,M,
Sam Johnstone,England,Crystal Palace,Premier League,GK,30,193,85,76,77,74,70,16,41,77,38,45,11,11,27,35,15,42,48,17,17,16,55,27,70,18,32,17,17,22,17,20,64,37,68,24,Medium,Medium,Right,3,1,206075,M,78
Thilo Kehrer,Germany,West Ham,Premier League,CB,27,186,76,76,71,44,65,64,76,75,64,76,53,37,73,66,32,41,59,64,38,54,62,64,73,66,69,76,73,74,78,79,80,68,77,78,Medium,Medium,Right,5,2,226229,M,
Max Kilman,England,Wolves,Premier League,CB,26,194,89,76,61,42,64,62,77,78,53,68,47,36,74,73,36,48,63,54,39,45,50,49,78,67,72,77,69,77,79,78,76,68,85,73,Medium,High,Left,4,2,245336,M,
Adam Lallana,England,Brighton,Premier League,CAM,35,178,73,76,56,70,77,78,63,61,63,51,74,69,81,77,70,70,78,74,66,77,68,73,77,80,81,64,64,61,65,60,67,54,60,71,High,Medium,Right,5,4,180819,M,
Orel Mangala,Belgium,Nott'm Forest,Premier League,CM,25,178,80,76,63,54,72,83,71,72,75,54,64,43,79,73,50,42,76,61,50,65,77,86,78,82,82,73,51,76,72,71,69,78,70,71,Medium,Medium,Right,3,3,234078,M,
Dwight McNeil,England,Everton,Premier League,LM,24,183,70,76,68,66,75,80,54,66,70,67,73,66,76,71,57,62,75,77,74,77,75,72,75,79,76,46,59,57,57,48,68,77,64,57,High,High,Left,2,3,243282,M,
Tyrick Mitchell,England,Crystal Palace,Premier League,LB,24,175,66,76,75,39,60,68,75,68,76,75,59,36,63,53,36,45,59,69,39,52,76,74,76,70,61,78,53,76,79,77,69,74,63,74,High,High,Left,3,2,240947,M,
Jacob Murphy,England,Newcastle Utd,Premier League,RW,28,179,74,76,83,68,70,80,62,64,83,83,76,65,70,60,50,66,73,76,67,75,74,75,75,78,70,65,45,63,67,55,67,76,61,56,High,Medium,Right,4,3,206085,M,
Angelo Ogbonna,Italy,West Ham,Premier League,CB,35,191,86,76,40,40,59,58,79,67,35,44,44,25,66,71,30,39,52,51,36,51,46,48,76,61,73,77,79,80,80,76,75,33,80,75,Medium,Medium,Left,3,2,183855,M,
Amadou Onana,Belgium,Everton,Premier League,CDM,22,192,76,76,73,59,69,72,73,78,66,78,65,57,76,74,51,40,70,61,42,58,63,50,72,74,70,75,67,71,75,77,77,75,80,77,High,High,Right,4,3,257057,M,
Harrison Reed,England,Fulham,Premier League,CDM,28,175,72,76,68,60,72,69,72,75,75,62,67,59,74,72,40,49,71,73,61,65,74,80,75,72,72,77,51,74,75,72,69,82,69,82,Medium,High,Right,3,3,205990,M,
Antonee Robinson,United States,Fulham,Premier League,LB,26,182,70,76,87,45,68,79,70,76,85,88,65,44,72,72,45,45,63,73,39,61,79,71,73,73,67,73,56,66,75,72,78,79,72,80,High,Medium,Left,3,3,229348,M,
Danilo,Brazil,Nott'm Forest,Premier League,CDM,22,176,69,76,70,62,68,63,73,70,70,70,62,64,79,74,44,55,65,52,56,58,77,76,77,76,57,79,60,72,75,68,68,84,60,77,High,High,Left,3,2,273106,M,
Jeffrey Schlupp,Ghana,Crystal Palace,Premier League,CDM,30,178,72,76,82,71,70,77,74,75,83,82,75,69,74,70,66,67,72,66,48,62,73,75,78,75,69,74,61,74,77,75,80,77,73,75,Medium,Medium,Left,2,3,200759,M,
Marcos Senesi,Argentina,AFC Bournemouth,Premier League,CB,26,183,78,76,59,42,69,73,76,75,65,54,32,32,75,76,58,40,75,63,32,41,66,61,73,75,75,77,74,77,76,77,80,71,77,74,Low,Medium,Left,4,3,236506,M,
Matt Targett,England,Newcastle Utd,Premier League,LB,28,183,70,76,66,47,72,73,75,68,67,65,62,40,74,66,40,51,63,81,68,77,63,63,74,75,67,77,60,76,77,72,69,77,66,63,High,Medium,Left,2,3,218659,M,
Kenny Tete,Holland,Fulham,Premier League,RB,28,180,71,76,75,47,68,68,75,76,74,75,61,42,72,68,36,46,58,77,41,61,72,66,68,70,66,73,73,76,77,76,83,76,75,77,Medium,Medium,Right,2,2,216266,M,
Hamed Traorè,Côte d'Ivoire,AFC Bournemouth,Premier League,LM,23,177,77,76,79,69,72,79,57,62,83,76,72,69,73,70,66,64,74,71,67,70,81,73,72,80,67,41,64,60,60,61,76,63,62,59,High,Low,Right,3,3,240787,M,
Nuno Tavares,Portugal,Nott'm Forest,Premier League,LB,23,183,75,76,86,65,69,75,68,80,82,90,76,61,71,67,44,42,62,78,55,73,77,60,70,75,73,64,58,66,75,73,82,84,81,73,High,Medium,Left,4,3,251530,M,
Danny Welbeck,England,Brighton,Premier League,ST,33,185,73,76,68,73,70,76,42,71,64,72,80,76,74,64,69,73,74,69,62,61,67,64,73,82,78,32,77,43,39,33,80,63,72,75,High,High,Right,3,3,186146,M,
Ashley Young,England,Everton,Premier League,LB,38,175,65,76,65,66,77,74,76,71,67,64,72,63,78,73,74,60,74,78,75,82,70,76,77,76,79,75,72,78,77,74,76,68,68,83,High,Medium,Right,3,4,152908,M,
Anel Ahmedhodžić,Bosnia and Herzegovina,Sheffield Utd,Premier League,CB,24,195,84,75,78,41,60,59,74,78,72,82,37,40,71,65,31,45,60,45,34,44,67,52,72,65,74,75,73,74,74,75,86,73,82,74,Medium,Medium,Right,3,2,236524,M,
Rayan Aït-Nouri,France,Wolves,Premier League,LB,22,180,70,75,80,53,70,79,71,65,81,80,67,51,71,66,48,42,67,75,58,72,75,73,70,78,69,71,62,71,74,73,73,74,59,65,High,Medium,Left,3,3,242641,M,
Kristoffer Ajer,Norway,Brentford,Premier League,CB,25,196,94,75,66,56,61,73,74,81,53,77,54,58,71,64,41,49,50,58,42,58,52,46,67,74,75,72,73,73,76,75,74,64,90,79,High,High,Right,3,3,224258,M,
Dele Alli,England,Everton,Premier League,CM,27,188,80,75,65,76,75,76,65,71,63,66,77,78,78,76,77,80,75,70,60,76,69,66,73,80,77,61,78,64,65,62,81,65,74,69,Medium,Medium,Right,3,4,211117,M,
Vinícius,Brazil,Fulham,Premier League,ST,28,190,83,75,71,76,61,72,41,79,65,75,77,77,71,47,73,71,65,51,48,65,66,44,75,76,80,41,70,44,33,25,80,69,83,81,High,Medium,Left,3,3,244621,M,
Jean-Ricner Bellegarde,France,Wolves,Premier League,CM,25,172,70,75,77,62,72,75,70,72,76,78,73,59,77,76,53,55,74,64,68,57,83,86,75,76,74,70,61,70,74,69,75,80,68,69,Medium,Medium,Right,3,3,235456,M,
Sander Berge,Norway,Burnley,Premier League,CM,25,195,96,75,63,65,73,75,74,85,55,69,69,63,78,75,49,54,74,66,50,72,56,54,73,76,83,73,79,74,75,67,86,81,91,73,Medium,Medium,Right,3,3,228092,M,
Jordan Beyer,Germany,Burnley,Premier League,CB,23,187,80,75,74,34,62,69,75,75,72,76,48,29,72,66,31,42,53,61,35,44,68,64,73,72,74,74,72,75,77,76,83,68,77,75,High,Medium,Right,3,2,242660,M,
Armando Broja,Albania,Chelsea,Premier League,ST,22,191,75,75,74,74,54,78,30,76,64,82,76,77,65,47,64,74,58,40,36,53,64,63,73,76,72,20,69,23,33,23,79,69,82,67,Medium,Low,Right,3,3,256268,M,
Josh Brownhill,England,Burnley,Premier League,CM,28,180,69,75,69,70,72,74,75,77,72,66,72,70,74,73,64,46,73,69,70,71,70,73,78,76,74,82,67,72,77,69,77,89,71,78,Medium,High,Right,3,3,220659,M,
Séamus Coleman,Republic of Ireland,Everton,Premier League,RB,35,177,77,75,61,65,72,75,76,70,60,61,70,61,77,69,64,55,70,73,53,65,65,71,74,73,82,76,65,76,80,79,69,65,68,80,High,Medium,Right,3,3,180216,M,
Leander Dendoncker,Belgium,Aston Villa,Premier League,CM,28,188,88,75,61,69,75,71,76,80,52,69,75,62,78,77,68,55,71,73,68,71,54,54,72,76,77,76,77,74,78,75,82,74,85,74,Medium,High,Right,4,2,212501,M,
Matt Doherty,Republic of Ireland,Wolves,Premier League,RB,31,182,80,75,68,65,71,71,73,74,69,67,75,64,74,71,46,48,70,77,45,64,66,67,75,75,71,72,74,72,74,72,79,77,72,75,High,Medium,Right,4,3,201417,M,
Odsonne Edouard,France,Crystal Palace,Premier League,ST,25,187,83,75,76,74,68,79,45,73,74,78,74,76,73,58,64,76,74,58,77,75,75,72,69,78,80,39,72,44,46,28,85,71,79,55,High,Medium,Right,4,4,233866,M,
Mohamed Elneny,Egypt,Arsenal,Premier League,CDM,31,179,72,75,52,63,71,68,72,70,52,52,63,57,77,75,39,62,69,64,56,69,65,62,74,74,75,74,61,73,73,72,65,71,68,73,Medium,High,Right,3,3,213051,M,
Wes Foderingham,England,Sheffield Utd,Premier League,GK,32,185,75,75,75,71,73,12,44,74,46,40,12,13,49,46,13,14,60,21,14,20,62,42,70,28,53,19,20,12,20,11,70,34,71,30,Medium,Medium,Left,3,1,193182,M,76
Alejandro Garnacho,Argentina,Manchester Utd,Premier League,LW,19,180,72,75,84,69,65,77,33,58,86,83,76,70,69,47,58,56,68,68,61,75,85,87,76,75,71,38,44,28,35,24,61,67,50,64,High,Medium,Right,4,3,268438,M,
Ben Godfrey,England,Everton,Premier League,CB,25,183,79,75,82,44,60,62,74,78,72,90,46,35,70,65,40,44,56,56,33,43,65,64,72,68,68,71,73,73,76,78,85,69,80,81,Medium,High,Right,3,2,225793,M,
Anthony Gordon,England,Newcastle Utd,Premier League,LW,22,183,72,75,88,69,72,77,37,62,86,90,68,68,73,66,48,65,68,75,75,76,72,65,68,76,65,31,49,34,40,33,67,73,56,62,High,Medium,Right,3,3,242964,M,
Gustavo Hamer,Holland,Sheffield Utd,Premier League,CM,26,169,61,75,69,70,76,68,73,77,71,68,67,67,76,79,66,60,77,74,73,74,77,86,73,73,72,76,70,73,72,68,76,82,70,87,High,High,Right,3,3,234741,M,
Callum Hudson-Odoi,England,Nott'm Forest,Premier League,LW,23,182,76,75,78,67,73,80,48,59,86,71,69,70,74,69,59,55,72,75,71,76,83,78,67,78,72,44,53,47,51,45,70,65,58,51,High,Medium,Right,3,4,240740,M,
Milos Kerkez,Hungary,AFC Bournemouth,Premier League,LB,20,176,71,75,82,53,66,73,69,74,85,79,62,53,69,59,52,46,67,73,42,54,83,82,69,71,65,70,62,68,69,72,70,89,65,79,High,Medium,Left,3,3,260908,M,
Cheikhou Kouyaté,Senegal,Nott'm Forest,Premier League,CDM,33,189,83,75,57,64,63,66,75,81,50,63,63,63,71,66,50,52,67,53,47,39,60,52,75,71,72,73,72,76,78,73,78,75,83,83,High,High,Right,3,3,186801,M,
Tariq Lamptey,Ghana,Brighton,Premier League,RB,23,163,62,75,85,44,66,77,70,51,90,81,55,47,72,62,32,40,59,76,35,60,85,95,73,71,73,71,54,70,73,75,60,61,35,75,High,Medium,Right,3,2,242418,M,
Jamaal Lascelles,England,Newcastle Utd,Premier League,CB,30,188,83,75,41,35,49,41,75,75,40,41,23,34,61,55,33,20,40,46,16,37,53,51,71,60,60,76,76,74,75,75,84,51,83,84,Low,Medium,Right,3,2,203487,M,
Jean-Philippe Mateta,France,Crystal Palace,Premier League,ST,26,192,88,75,69,73,57,75,34,78,61,76,76,76,70,45,74,72,63,41,39,53,61,48,74,75,71,22,78,35,31,22,86,66,85,74,Medium,Medium,Right,4,3,236461,M,
Mykhailo Mudryk,Ukraine,Chelsea,Premier League,LW,22,175,61,75,91,66,68,80,44,58,93,90,69,66,66,64,47,52,75,69,63,62,86,73,67,79,70,28,39,51,52,38,62,63,53,62,High,Medium,Right,4,4,246340,M,
Arijanet Murić,Kosovo,Burnley,Premier League,GK,25,197,81,75,76,73,79,20,45,74,44,46,11,12,55,58,16,18,60,13,11,24,38,40,60,35,66,18,10,15,17,18,66,29,71,24,Medium,Medium,Right,2,1,233164,M,77
Vitaliy Mykolenko,Ukraine,Everton,Premier League,LB,24,180,71,75,76,45,64,54,73,62,75,77,41,42,72,55,41,35,52,76,32,60,69,68,72,66,59,70,65,74,75,77,70,72,57,59,Medium,Medium,Left,2,2,244380,M,
Eddie Nketiah,England,Arsenal,Premier League,ST,24,180,73,75,79,73,57,78,25,64,83,76,78,79,72,47,70,70,58,43,38,54,79,71,78,77,69,20,70,24,19,15,78,71,62,56,High,Medium,Right,3,3,236988,M,
Robin Olsen,Sweden,Aston Villa,Premier League,GK,33,198,89,75,75,74,78,11,35,75,31,40,13,11,32,50,16,26,59,20,16,18,32,33,68,18,45,20,16,22,12,16,65,37,75,27,Medium,Medium,Right,2,1,207557,M,75
Divock Origi,Belgium,Nott'm Forest,Premier League,ST,28,189,88,75,75,74,67,75,27,72,67,82,76,74,73,59,70,65,69,69,51,54,70,64,76,76,77,28,74,16,24,18,81,63,77,69,High,Medium,Right,4,4,213135,M,
Connor Roberts,Wales,Burnley,Premier League,RB,28,175,76,75,78,61,71,72,69,74,79,77,69,60,75,69,54,41,70,74,47,67,71,70,68,73,66,69,61,70,72,69,76,87,70,67,High,Medium,Right,4,3,225147,M,
Marek Rodák,Slovakia,Fulham,Premier League,GK,27,194,81,75,76,71,73,15,47,73,51,41,17,20,33,23,19,23,34,15,17,13,45,46,73,21,51,21,15,8,17,16,68,27,68,21,Medium,Medium,Right,3,1,222951,M,76
Ryan Sessegnon,England,Spurs,Premier League,LB,23,178,70,75,78,64,72,76,70,65,80,77,77,66,76,65,55,61,75,75,31,74,77,75,73,77,76,71,56,73,73,67,71,73,60,67,High,Medium,Left,3,4,235883,M,
Dominic Solanke,England,AFC Bournemouth,Premier League,ST,26,187,80,75,72,74,64,75,28,79,65,78,76,76,72,59,75,72,71,54,47,56,64,67,74,72,75,22,74,21,25,22,81,86,79,68,High,Medium,Right,3,3,225539,M,
Zack Steffen,United States,Manchester City,Premier League,GK,28,191,86,75,77,74,73,15,53,71,54,52,9,9,52,52,8,37,58,14,11,13,58,49,68,31,58,19,13,13,12,12,68,39,69,31,Medium,Medium,Right,3,1,234777,M,78
Marcus Tavernier,England,AFC Bournemouth,Premier League,LM,24,177,70,75,78,72,71,79,59,62,79,77,71,72,72,67,62,63,72,70,58,80,78,79,73,76,73,59,50,56,65,55,68,80,60,41,High,Medium,Left,3,3,237477,M,
Bertrand Traoré,Burkina Faso,Aston Villa,Premier League,RM,28,181,73,75,76,72,72,81,45,62,75,77,72,73,74,66,71,69,73,71,73,79,85,59,68,85,74,54,66,40,40,37,74,55,65,60,Medium,Low,Left,1,4,207948,M,
Alejo Veliz,Argentina,Spurs,Premier League,ST,20,187,77,75,71,74,54,70,25,73,70,72,76,79,62,51,68,72,46,49,54,56,60,69,75,75,56,15,83,17,23,21,85,68,72,81,High,Medium,Right,3,3,269176,M,
Bart Verbruggen,Holland,Brighton,Premier League,GK,21,194,89,75,77,71,73,15,56,68,57,55,4,8,35,30,6,21,38,10,15,11,52,45,75,18,30,19,15,12,17,14,72,26,72,17,Medium,Medium,Right,3,1,258498,M,80
Harry Wilson,Wales,Fulham,Premier League,RM,26,173,70,75,73,77,75,74,43,58,76,71,74,74,75,68,74,78,75,77,85,86,78,84,73,76,76,40,46,44,45,40,62,71,56,45,High,Low,Left,2,3,220710,M,
Chris Wood,New Zealand,Nott'm Forest,Premier League,ST,32,191,92,75,54,76,60,69,40,78,49,58,76,76,69,48,74,81,64,46,64,69,49,47,75,77,75,40,84,39,30,29,84,63,85,77,Medium,Medium,Right,3,2,192123,M,
Ryan Yates,England,Nott'm Forest,Premier League,CDM,26,190,77,75,60,59,62,64,74,84,50,68,58,60,74,68,50,55,63,47,34,43,65,54,68,69,65,76,77,74,73,70,80,90,81,86,High,High,Right,3,2,235642,M,
Zeki Amdouni,Switzerland,Burnley,Premier League,ST,23,185,79,74,72,74,69,76,46,70,72,72,75,76,75,67,65,62,77,58,60,62,75,68,73,77,73,47,65,43,42,45,77,72,73,59,Medium,Low,Right,4,3,262642,M,
Jordan Ayew,Ghana,Crystal Palace,Premier League,RW,32,182,81,74,74,72,69,78,55,73,73,74,74,71,73,54,71,73,72,72,67,73,78,72,75,77,69,50,73,51,58,47,82,73,72,74,Medium,High,Right,3,4,197756,M,
Ross Barkley,England,Luton Town,Premier League,CAM,30,186,76,74,67,72,73,78,56,70,65,68,70,68,76,75,62,65,72,67,73,69,65,61,73,77,77,53,65,53,60,51,75,56,76,71,Medium,Low,Right,5,4,199189,M,
Calvin Bassey,Nigeria,Fulham,Premier League,CB,23,185,76,74,83,44,62,66,73,86,78,87,57,36,66,60,49,44,55,68,37,63,70,78,66,64,62,71,72,70,76,73,83,89,88,76,High,High,Left,3,2,241436,M,
David Brooks,Wales,AFC Bournemouth,Premier League,RM,26,180,62,74,66,71,75,80,48,58,69,63,75,71,78,67,61,65,77,76,66,73,73,74,72,79,78,43,61,47,49,44,69,42,62,64,High,Medium,Left,3,4,220196,M,
Tom Cairney,Scotland,Fulham,Premier League,CM,32,186,84,74,56,72,77,75,62,65,63,51,72,70,78,77,72,65,75,77,73,76,73,67,74,78,79,62,58,65,63,51,67,64,68,56,Medium,Low,Left,2,3,195202,M,
Calum Chambers,England,Aston Villa,Premier League,CB,28,182,77,74,62,56,70,66,75,70,61,62,57,54,75,72,47,54,65,70,49,60,60,66,74,74,67,74,70,75,76,74,74,54,75,77,Medium,Medium,Right,3,2,205989,M,
Ryan Christie,Scotland,AFC Bournemouth,Premier League,RM,28,178,71,74,77,71,72,75,65,75,78,76,73,71,73,68,50,74,72,72,71,75,77,80,68,74,77,63,53,65,69,70,74,73,74,79,High,High,Left,4,3,213884,M,
Nathaniel Clyne,England,Crystal Palace,Premier League,RB,32,175,67,74,63,60,70,71,74,64,68,58,66,54,73,66,45,46,66,77,49,64,65,68,73,73,73,74,68,75,74,74,70,62,60,76,Medium,High,Right,2,3,190456,M,
Levi Colwill,England,Chelsea,Premier League,CB,20,187,80,74,72,34,62,68,74,74,66,76,45,26,74,66,33,39,60,51,34,49,59,65,70,71,69,72,69,73,79,73,78,66,80,69,High,Medium,Left,3,2,262859,M,
Lewis Cook,England,AFC Bournemouth,Premier League,CM,26,175,71,74,59,63,74,77,66,66,66,54,65,61,77,77,57,61,74,70,65,71,75,83,73,78,73,69,50,64,72,68,62,68,61,77,Medium,Medium,Right,4,3,224294,M,
Amad Diallo,Côte d'Ivoire,Manchester Utd,Premier League,RW,21,173,67,74,85,71,63,79,25,51,88,82,72,73,68,57,54,63,65,59,60,62,92,85,64,78,67,22,48,19,25,22,61,67,45,42,High,Medium,Left,4,4,254088,M,
John Egan,Republic of Ireland,Sheffield Utd,Premier League,CB,31,185,75,74,64,46,54,55,73,78,62,65,38,43,71,69,50,42,44,32,29,36,60,66,75,68,64,76,76,72,73,71,83,72,80,78,Low,Medium,Right,3,2,204936,M,
Ryan Giles,England,Luton Town,Premier League,LWB,23,183,72,74,89,57,73,70,62,65,87,90,65,54,73,66,41,49,70,80,71,81,83,77,72,74,64,59,54,60,70,62,63,85,59,55,High,Medium,Left,2,3,243608,M,
Toti Gomes,Portugal,Wolves,Premier League,CB,24,187,83,74,76,47,63,60,74,75,73,78,58,42,67,65,42,45,64,62,48,48,62,60,75,64,69,75,64,74,75,74,81,64,81,73,Medium,Medium,Left,3,2,258607,M,
Sergio Gómez,Spain,Manchester City,Premier League,LB,23,171,68,74,69,70,75,76,69,65,76,63,72,67,74,69,69,78,76,78,76,75,85,83,73,75,73,74,47,70,72,70,63,75,58,68,High,Medium,Left,3,4,241811,M,
Will Hughes,England,Crystal Palace,Premier League,CM,28,185,74,74,48,63,77,75,68,61,64,34,72,65,80,76,50,66,78,76,62,67,63,62,75,78,79,65,58,69,71,69,63,60,58,70,Medium,Medium,Left,3,4,206516,M,
Ben Johnson,England,West Ham,Premier League,RB,23,180,69,74,75,38,62,66,73,71,73,76,56,34,69,59,30,39,50,71,39,60,66,69,66,69,65,72,65,74,74,72,75,75,70,67,High,Medium,Right,4,2,241842,M,
Zanka,Denmark,Brentford,Premier League,CB,33,191,85,74,53,39,58,50,74,78,47,57,43,34,68,64,40,27,62,47,26,35,55,60,67,64,67,73,71,76,75,70,76,65,83,84,Medium,Medium,Right,2,2,183491,M,
Jakub Kiwior,Poland,Arsenal,Premier League,CB,23,189,75,74,67,37,59,59,75,77,61,72,57,29,70,68,32,39,64,41,34,33,53,53,76,63,69,75,71,76,75,74,78,83,76,73,Medium,High,Left,3,2,265693,M,
Tino Livramento,England,Newcastle Utd,Premier League,RB,21,181,71,74,78,47,65,74,71,62,76,79,60,47,73,57,41,41,57,69,51,64,74,76,73,73,66,76,56,68,74,71,68,63,57,70,High,Medium,Right,4,2,262118,M,
Tom Lockyer,Wales,Luton Town,Premier League,CB,29,185,72,74,64,36,54,55,74,79,65,64,38,38,63,62,21,39,49,45,30,44,68,64,72,63,65,75,73,74,74,70,81,77,80,79,Medium,High,Right,4,2,211363,M,
Ian Maatsen,Holland,Chelsea,Premier League,LB,21,168,57,74,83,58,68,75,68,64,85,82,65,56,71,64,46,45,65,72,62,67,81,86,69,73,70,68,58,68,72,70,69,76,53,76,High,Medium,Left,4,2,248465,M,
